nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x0000d424 0x0040e424 5   24   .text   utf32le Yu=!꠸
359  0x0001b822 0x0041c822 23  47   .text   utf16le m_btnReverseSlow.Locked
360  0x0001b855 0x0041c855 26  53   .text   utf16le m_btnReverseSlow.Modifiers
361  0x0001b88e 0x0041c88e 35  71   .text   utf16le m_btnTransportStop.DefaultModifiers
362  0x0001b8d9 0x0041c8d9 25  51   .text   utf16le m_btnTransportStop.Locked
363  0x0001b910 0x0041c910 28  57   .text   utf16le m_btnTransportStop.Modifiers
364  0x0001b94d 0x0041c94d 28  57   .text   utf16le m_btnUpdate.DefaultModifiers
365  0x0001b98a 0x0041c98a 18  37   .text   utf16le m_btnUpdate.Locked
366  0x0001b9b3 0x0041c9b3 21  43   .text   utf16le m_btnUpdate.Modifiers
367  0x0001b9e2 0x0041c9e2 31  63   .text   utf16le m_cb24mm16Base.DefaultModifiers
368  0x0001ba25 0x0041ca25 21  43   .text   utf16le m_cb24mm16Base.Locked
369  0x0001ba54 0x0041ca54 24  49   .text   utf16le m_cb24mm16Base.Modifiers
370  0x0001ba89 0x0041ca89 30  61   .text   utf16le m_cb24mm4Base.DefaultModifiers
371  0x0001baca 0x0041caca 20  41   .text   utf16le m_cb24mm4Base.Locked
372  0x0001baf7 0x0041caf7 23  47   .text   utf16le m_cb24mm4Base.Modifiers
373  0x0001bb2a 0x0041cb2a 30  61   .text   utf16le m_cb24mm8Base.DefaultModifiers
374  0x0001bb6b 0x0041cb6b 20  41   .text   utf16le m_cb24mm8Base.Locked
375  0x0001bb98 0x0041cb98 23  47   .text   utf16le m_cb24mm8Base.Modifiers
376  0x0001bbcb 0x0041cbcb 31  63   .text   utf16le m_cb35mm16Base.DefaultModifiers
377  0x0001bc0e 0x0041cc0e 21  43   .text   utf16le m_cb35mm16Base.Locked
378  0x0001bc3d 0x0041cc3d 24  49   .text   utf16le m_cb35mm16Base.Modifiers
379  0x0001bc72 0x0041cc72 30  61   .text   utf16le m_cb35mm4Base.DefaultModifiers
380  0x0001bcb3 0x0041ccb3 20  41   .text   utf16le m_cb35mm4Base.Locked
381  0x0001bce0 0x0041cce0 23  47   .text   utf16le m_cb35mm4Base.Modifiers
382  0x0001bd13 0x0041cd13 30  61   .text   utf16le m_cb35mm8Base.DefaultModifiers
383  0x0001bd54 0x0041cd54 20  41   .text   utf16le m_cb35mm8Base.Locked
384  0x0001bd81 0x0041cd81 23  47   .text   utf16le m_cb35mm8Base.Modifiers
385  0x0001bdb4 0x0041cdb4 35  71   .text   utf16le m_cbAPSBoardChange.DefaultModifiers
386  0x0001bdff 0x0041cdff 25  51   .text   utf16le m_cbAPSBoardChange.Locked
387  0x0001be36 0x0041ce36 28  57   .text   utf16le m_cbAPSBoardChange.Modifiers
388  0x0001be74 0x0041ce74 83  167  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion135.DefaultModifiers
389  0x0001bf20 0x0041cf20 73  147  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion135.Locked
390  0x0001bfb8 0x0041cfb8 76  153  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion135.Modifiers
391  0x0001c056 0x0041d056 83  167  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion235.DefaultModifiers
392  0x0001c102 0x0041d102 73  147  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion235.Locked
393  0x0001c19a 0x0041d19a 76  153  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion235.Modifiers
394  0x0001c238 0x0041d238 83  167  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion335.DefaultModifiers
395  0x0001c2e4 0x0041d2e4 73  147  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion335.Locked
396  0x0001c37c 0x0041d37c 76  153  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationHardwareVersion335.Modifiers
397  0x0001c41a 0x0041d41a 74  149  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationModelType.DefaultModifiers
398  0x0001c4b4 0x0041d4b4 64  129  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationModelType.Locked
399  0x0001c53a 0x0041d53a 67  135  .text   utf16le m_cbAdvancedCalibrationFullScannerIdentificationModelType.Modifiers
400  0x0001c5c5 0x0041d5c5 42  85   .text   utf16le m_cbAdvancedLiveAcquireIr.DefaultModifiers
401  0x0001c61e 0x0041d61e 32  65   .text   utf16le m_cbAdvancedLiveAcquireIr.Locked
402  0x0001c663 0x0041d663 35  71   .text   utf16le m_cbAdvancedLiveAcquireIr.Modifiers
403  0x0001c6ae 0x0041d6ae 32  65   .text   utf16le m_cbBrowserSync.DefaultModifiers
404  0x0001c6f3 0x0041d6f3 22  45   .text   utf16le m_cbBrowserSync.Locked
405  0x0001c724 0x0041d724 25  51   .text   utf16le m_cbBrowserSync.Modifiers
406  0x0001c75b 0x0041d75b 35  71   .text   utf16le m_cbCCDBoardChange.DefaultModifiers
407  0x0001c7a6 0x0041d7a6 25  51   .text   utf16le m_cbCCDBoardChange.Locked
408  0x0001c7dd 0x0041d7dd 28  57   .text   utf16le m_cbCCDBoardChange.Modifiers
409  0x0001c81a 0x0041d81a 34  69   .text   utf16le m_cbDXBoardChange.DefaultModifiers
410  0x0001c863 0x0041d863 24  49   .text   utf16le m_cbDXBoardChange.Locked
411  0x0001c898 0x0041d898 27  55   .text   utf16le m_cbDXBoardChange.Modifiers
412  0x0001c8d3 0x0041d8d3 23  47   .text   utf16le m_cbIR.DefaultModifiers
413  0x0001c906 0x0041d906 13  27   .text   utf16le m_cbIR.Locked
414  0x0001c925 0x0041d925 16  33   .text   utf16le m_cbIR.Modifiers
415  0x0001c94a 0x0041d94a 36  73   .text   utf16le m_cbLampBoardChange.DefaultModifiers
416  0x0001c997 0x0041d997 26  53   .text   utf16le m_cbLampBoardChange.Locked
417  0x0001c9d0 0x0041d9d0 29  59   .text   utf16le m_cbLampBoardChange.Modifiers
418  0x0001ca0f 0x0041da0f 37  75   .text   utf16le m_cbMotorBoardChange.DefaultModifiers
419  0x0001ca5e 0x0041da5e 27  55   .text   utf16le m_cbMotorBoardChange.Locked
420  0x0001ca99 0x0041da99 30  61   .text   utf16le m_cbMotorBoardChange.Modifiers
421  0x0001cada 0x0041dada 35  71   .text   utf16le m_cbUSBBoardChange.DefaultModifiers
422  0x0001cb25 0x0041db25 25  51   .text   utf16le m_cbUSBBoardChange.Locked
423  0x0001cb5c 0x0041db5c 28  57   .text   utf16le m_cbUSBBoardChange.Modifiers
424  0x0001cb99 0x0041db99 38  77   .text   utf16le m_gbAdvancedCalibrate.DefaultModifiers
425  0x0001cbea 0x0041dbea 30  61   .text   utf16le m_gbAdvancedCalibrate.DrawGrid
426  0x0001cc2b 0x0041dc2b 30  61   .text   utf16le m_gbAdvancedCalibrate.GridSize
427  0x0001cc6c 0x0041dc6c 28  57   .text   utf16le m_gbAdvancedCalibrate.Locked
428  0x0001cca9 0x0041dca9 31  63   .text   utf16le m_gbAdvancedCalibrate.Modifiers
429  0x0001ccec 0x0041dcec 32  65   .text   utf16le m_gbAdvancedCalibrate.SnapToGrid
430  0x0001cd32 0x0041dd32 65  131  .text   utf16le m_gbAdvancedCalibrationFullScannerIdentification.DefaultModifiers
431  0x0001cdb9 0x0041ddb9 57  115  .text   utf16le m_gbAdvancedCalibrationFullScannerIdentification.DrawGrid
432  0x0001ce30 0x0041de30 57  115  .text   utf16le m_gbAdvancedCalibrationFullScannerIdentification.GridSize
433  0x0001cea7 0x0041dea7 55  111  .text   utf16le m_gbAdvancedCalibrationFullScannerIdentification.Locked
434  0x0001cf1a 0x0041df1a 58  117  .text   utf16le m_gbAdvancedCalibrationFullScannerIdentification.Modifiers
435  0x0001cf93 0x0041df93 59  119  .text   utf16le m_gbAdvancedCalibrationFullScannerIdentification.SnapToGrid
436  0x0001d00e 0x0041e00e 41  83   .text   utf16le m_gbAdvancedEEPromAction.DefaultModifiers
437  0x0001d065 0x0041e065 33  67   .text   utf16le m_gbAdvancedEEPromAction.DrawGrid
438  0x0001d0ac 0x0041e0ac 33  67   .text   utf16le m_gbAdvancedEEPromAction.GridSize
439  0x0001d0f3 0x0041e0f3 31  63   .text   utf16le m_gbAdvancedEEPromAction.Locked
440  0x0001d136 0x0041e136 34  69   .text   utf16le m_gbAdvancedEEPromAction.Modifiers
441  0x0001d17f 0x0041e17f 35  71   .text   utf16le m_gbAdvancedEEPromAction.SnapToGrid
442  0x0001d1ca 0x0041e1ca 39  79   .text   utf16le m_gbAdvancedEEPromLoad.DefaultModifiers
443  0x0001d21d 0x0041e21d 31  63   .text   utf16le m_gbAdvancedEEPromLoad.DrawGrid
444  0x0001d260 0x0041e260 31  63   .text   utf16le m_gbAdvancedEEPromLoad.GridSize
445  0x0001d2a3 0x0041e2a3 29  59   .text   utf16le m_gbAdvancedEEPromLoad.Locked
446  0x0001d2e2 0x0041e2e2 32  65   .text   utf16le m_gbAdvancedEEPromLoad.Modifiers
447  0x0001d327 0x0041e327 33  67   .text   utf16le m_gbAdvancedEEPromLoad.SnapToGrid
448  0x0001d36e 0x0041e36e 62  125  .text   utf16le m_gbAdvancedLiveAcquire4ChannelSaveResolution.DefaultModifiers
449  0x0001d3ef 0x0041e3ef 54  109  .text   utf16le m_gbAdvancedLiveAcquire4ChannelSaveResolution.DrawGrid
450  0x0001d460 0x0041e460 54  109  .text   utf16le m_gbAdvancedLiveAcquire4ChannelSaveResolution.GridSize
451  0x0001d4d1 0x0041e4d1 52  105  .text   utf16le m_gbAdvancedLiveAcquire4ChannelSaveResolution.Locked
452  0x0001d53e 0x0041e53e 55  111  .text   utf16le m_gbAdvancedLiveAcquire4ChannelSaveResolution.Modifiers
453  0x0001d5b1 0x0041e5b1 56  113  .text   utf16le m_gbAdvancedLiveAcquire4ChannelSaveResolution.SnapToGrid
454  0x0001d626 0x0041e626 44  89   .text   utf16le m_gbAdvancedLiveAcquireFilm.DefaultModifiers
455  0x0001d683 0x0041e683 36  73   .text   utf16le m_gbAdvancedLiveAcquireFilm.DrawGrid
456  0x0001d6d0 0x0041e6d0 36  73   .text   utf16le m_gbAdvancedLiveAcquireFilm.GridSize
457  0x0001d71d 0x0041e71d 34  69   .text   utf16le m_gbAdvancedLiveAcquireFilm.Locked
458  0x0001d766 0x0041e766 37  75   .text   utf16le m_gbAdvancedLiveAcquireFilm.Modifiers
459  0x0001d7b5 0x0041e7b5 38  77   .text   utf16le m_gbAdvancedLiveAcquireFilm.SnapToGrid
460  0x0001d806 0x0041e806 42  85   .text   utf16le m_gbAdvancedLiveAcquireIr.DefaultModifiers
461  0x0001d85f 0x0041e85f 34  69   .text   utf16le m_gbAdvancedLiveAcquireIr.DrawGrid
462  0x0001d8a8 0x0041e8a8 34  69   .text   utf16le m_gbAdvancedLiveAcquireIr.GridSize
463  0x0001d8f1 0x0041e8f1 32  65   .text   utf16le m_gbAdvancedLiveAcquireIr.Locked
464  0x0001d936 0x0041e936 35  71   .text   utf16le m_gbAdvancedLiveAcquireIr.Modifiers
465  0x0001d981 0x0041e981 36  73   .text   utf16le m_gbAdvancedLiveAcquireIr.SnapToGrid
466  0x0001d9ce 0x0041e9ce 50  101  .text   utf16le m_gbAdvancedLiveAcquireResolution.DefaultModifiers
467  0x0001da37 0x0041ea37 42  85   .text   utf16le m_gbAdvancedLiveAcquireResolution.DrawGrid
468  0x0001da90 0x0041ea90 42  85   .text   utf16le m_gbAdvancedLiveAcquireResolution.GridSize
469  0x0001dae9 0x0041eae9 40  81   .text   utf16le m_gbAdvancedLiveAcquireResolution.Locked
470  0x0001db3e 0x0041eb3e 43  87   .text   utf16le m_gbAdvancedLiveAcquireResolution.Modifiers
471  0x0001db99 0x0041eb99 44  89   .text   utf16le m_gbAdvancedLiveAcquireResolution.SnapToGrid
472  0x0001dbf6 0x0041ebf6 30  61   .text   utf16le m_gbDXResults.DefaultModifiers
473  0x0001dc37 0x0041ec37 22  45   .text   utf16le m_gbDXResults.DrawGrid
474  0x0001dc68 0x0041ec68 22  45   .text   utf16le m_gbDXResults.GridSize
475  0x0001dc99 0x0041ec99 20  41   .text   utf16le m_gbDXResults.Locked
476  0x0001dcc6 0x0041ecc6 23  47   .text   utf16le m_gbDXResults.Modifiers
477  0x0001dcf9 0x0041ecf9 24  49   .text   utf16le m_gbDXResults.SnapToGrid
478  0x0001dd2e 0x0041ed2e 27  55   .text   utf16le m_gbDXTest.DefaultModifiers
479  0x0001dd69 0x0041ed69 19  39   .text   utf16le m_gbDXTest.DrawGrid
480  0x0001dd94 0x0041ed94 19  39   .text   utf16le m_gbDXTest.GridSize
481  0x0001ddbf 0x0041edbf 17  35   .text   utf16le m_gbDXTest.Locked
482  0x0001dde6 0x0041ede6 20  41   .text   utf16le m_gbDXTest.Modifiers
483  0x0001de13 0x0041ee13 21  43   .text   utf16le m_gbDXTest.SnapToGrid
484  0x0001de42 0x0041ee42 38  77   .text   utf16le m_gbFilmGuidePosition.DefaultModifiers
485  0x0001de93 0x0041ee93 30  61   .text   utf16le m_gbFilmGuidePosition.DrawGrid
486  0x0001ded4 0x0041eed4 30  61   .text   utf16le m_gbFilmGuidePosition.GridSize
487  0x0001df15 0x0041ef15 28  57   .text   utf16le m_gbFilmGuidePosition.Locked
488  0x0001df52 0x0041ef52 31  63   .text   utf16le m_gbFilmGuidePosition.Modifiers
489  0x0001df95 0x0041ef95 32  65   .text   utf16le m_gbFilmGuidePosition.SnapToGrid
490  0x0001dfda 0x0041efda 34  69   .text   utf16le m_gbFilmTransport.DefaultModifiers
491  0x0001e023 0x0041f023 26  53   .text   utf16le m_gbFilmTransport.DrawGrid
492  0x0001e05c 0x0041f05c 26  53   .text   utf16le m_gbFilmTransport.GridSize
493  0x0001e095 0x0041f095 24  49   .text   utf16le m_gbFilmTransport.Locked
494  0x0001e0ca 0x0041f0ca 27  55   .text   utf16le m_gbFilmTransport.Modifiers
495  0x0001e105 0x0041f105 28  57   .text   utf16le m_gbFilmTransport.SnapToGrid
496  0x0001e142 0x0041f142 30  61   .text   utf16le m_gbFocus24mm.DefaultModifiers
497  0x0001e183 0x0041f183 22  45   .text   utf16le m_gbFocus24mm.DrawGrid
498  0x0001e1b4 0x0041f1b4 22  45   .text   utf16le m_gbFocus24mm.GridSize
499  0x0001e1e5 0x0041f1e5 20  41   .text   utf16le m_gbFocus24mm.Locked
500  0x0001e212 0x0041f212 23  47   .text   utf16le m_gbFocus24mm.Modifiers
501  0x0001e245 0x0041f245 24  49   .text   utf16le m_gbFocus24mm.SnapToGrid
502  0x0001e27a 0x0041f27a 30  61   .text   utf16le m_gbFocus35mm.DefaultModifiers
503  0x0001e2bb 0x0041f2bb 22  45   .text   utf16le m_gbFocus35mm.DrawGrid
504  0x0001e2ec 0x0041f2ec 22  45   .text   utf16le m_gbFocus35mm.GridSize
505  0x0001e31d 0x0041f31d 20  41   .text   utf16le m_gbFocus35mm.Locked
506  0x0001e34a 0x0041f34a 23  47   .text   utf16le m_gbFocus35mm.Modifiers
507  0x0001e37d 0x0041f37d 24  49   .text   utf16le m_gbFocus35mm.SnapToGrid
508  0x0001e3b2 0x0041f3b2 33  67   .text   utf16le m_gbFocusResults.DefaultModifiers
509  0x0001e3f9 0x0041f3f9 25  51   .text   utf16le m_gbFocusResults.DrawGrid
510  0x0001e430 0x0041f430 25  51   .text   utf16le m_gbFocusResults.GridSize
511  0x0001e467 0x0041f467 23  47   .text   utf16le m_gbFocusResults.Locked
512  0x0001e49a 0x0041f49a 26  53   .text   utf16le m_gbFocusResults.Modifiers
513  0x0001e4d3 0x0041f4d3 27  55   .text   utf16le m_gbFocusResults.SnapToGrid
514  0x0001e50e 0x0041f50e 30  61   .text   utf16le m_gbFocusTest.DefaultModifiers
515  0x0001e54f 0x0041f54f 22  45   .text   utf16le m_gbFocusTest.DrawGrid
516  0x0001e580 0x0041f580 22  45   .text   utf16le m_gbFocusTest.GridSize
517  0x0001e5b1 0x0041f5b1 20  41   .text   utf16le m_gbFocusTest.Locked
518  0x0001e5de 0x0041f5de 23  47   .text   utf16le m_gbFocusTest.Modifiers
519  0x0001e611 0x0041f611 24  49   .text   utf16le m_gbFocusTest.SnapToGrid
520  0x0001e646 0x0041f646 33  67   .text   utf16le m_gbLightDisplay.DefaultModifiers
521  0x0001e68d 0x0041f68d 25  51   .text   utf16le m_gbLightDisplay.DrawGrid
522  0x0001e6c4 0x0041f6c4 25  51   .text   utf16le m_gbLightDisplay.GridSize
523  0x0001e6fb 0x0041f6fb 23  47   .text   utf16le m_gbLightDisplay.Locked
524  0x0001e72e 0x0041f72e 26  53   .text   utf16le m_gbLightDisplay.Modifiers
525  0x0001e767 0x0041f767 27  55   .text   utf16le m_gbLightDisplay.SnapToGrid
526  0x0001e7a2 0x0041f7a2 30  61   .text   utf16le m_gbLightFilm.DefaultModifiers
527  0x0001e7e3 0x0041f7e3 22  45   .text   utf16le m_gbLightFilm.DrawGrid
528  0x0001e814 0x0041f814 22  45   .text   utf16le m_gbLightFilm.GridSize
529  0x0001e845 0x0041f845 20  41   .text   utf16le m_gbLightFilm.Locked
530  0x0001e872 0x0041f872 23  47   .text   utf16le m_gbLightFilm.Modifiers
531  0x0001e8a5 0x0041f8a5 24  49   .text   utf16le m_gbLightFilm.SnapToGrid
532  0x0001e8da 0x0041f8da 28  57   .text   utf16le m_gbLightIr.DefaultModifiers
533  0x0001e917 0x0041f917 20  41   .text   utf16le m_gbLightIr.DrawGrid
534  0x0001e944 0x0041f944 20  41   .text   utf16le m_gbLightIr.GridSize
535  0x0001e971 0x0041f971 18  37   .text   utf16le m_gbLightIr.Locked
536  0x0001e99a 0x0041f99a 21  43   .text   utf16le m_gbLightIr.Modifiers
537  0x0001e9c9 0x0041f9c9 22  45   .text   utf16le m_gbLightIr.SnapToGrid
538  0x0001e9fa 0x0041f9fa 32  65   .text   utf16le m_gbLightOffset.DefaultModifiers
539  0x0001ea3f 0x0041fa3f 24  49   .text   utf16le m_gbLightOffset.DrawGrid
540  0x0001ea74 0x0041fa74 24  49   .text   utf16le m_gbLightOffset.GridSize
541  0x0001eaa9 0x0041faa9 22  45   .text   utf16le m_gbLightOffset.Locked
542  0x0001eada 0x0041fada 25  51   .text   utf16le m_gbLightOffset.Modifiers
543  0x0001eb11 0x0041fb11 26  53   .text   utf16le m_gbLightOffset.SnapToGrid
544  0x0001eb4a 0x0041fb4a 36  73   .text   utf16le m_gbLightResolution.DefaultModifiers
545  0x0001eb97 0x0041fb97 28  57   .text   utf16le m_gbLightResolution.DrawGrid
546  0x0001ebd4 0x0041fbd4 28  57   .text   utf16le m_gbLightResolution.GridSize
547  0x0001ec11 0x0041fc11 26  53   .text   utf16le m_gbLightResolution.Locked
548  0x0001ec4a 0x0041fc4a 29  59   .text   utf16le m_gbLightResolution.Modifiers
549  0x0001ec89 0x0041fc89 30  61   .text   utf16le m_gbLightResolution.SnapToGrid
550  0x0001ecca 0x0041fcca 40  81   .text   utf16le m_gbPCSEEProm24mm16Base.DefaultModifiers
551  0x0001ed1f 0x0041fd1f 32  65   .text   utf16le m_gbPCSEEProm24mm16Base.DrawGrid
552  0x0001ed64 0x0041fd64 32  65   .text   utf16le m_gbPCSEEProm24mm16Base.GridSize
553  0x0001eda9 0x0041fda9 30  61   .text   utf16le m_gbPCSEEProm24mm16Base.Locked
554  0x0001edea 0x0041fdea 33  67   .text   utf16le m_gbPCSEEProm24mm16Base.Modifiers
555  0x0001ee31 0x0041fe31 34  69   .text   utf16le m_gbPCSEEProm24mm16Base.SnapToGrid
556  0x0001ee7a 0x0041fe7a 39  79   .text   utf16le m_gbPCSEEProm24mm4Base.DefaultModifiers
557  0x0001eecd 0x0041fecd 31  63   .text   utf16le m_gbPCSEEProm24mm4Base.DrawGrid
558  0x0001ef10 0x0041ff10 31  63   .text   utf16le m_gbPCSEEProm24mm4Base.GridSize
559  0x0001ef53 0x0041ff53 29  59   .text   utf16le m_gbPCSEEProm24mm4Base.Locked
560  0x0001ef92 0x0041ff92 32  65   .text   utf16le m_gbPCSEEProm24mm4Base.Modifiers
561  0x0001efd7 0x0041ffd7 33  67   .text   utf16le m_gbPCSEEProm24mm4Base.SnapToGrid
562  0x0001f01e 0x0042001e 39  79   .text   utf16le m_gbPCSEEProm24mm8Base.DefaultModifiers
563  0x0001f071 0x00420071 31  63   .text   utf16le m_gbPCSEEProm24mm8Base.DrawGrid
564  0x0001f0b4 0x004200b4 31  63   .text   utf16le m_gbPCSEEProm24mm8Base.GridSize
565  0x0001f0f7 0x004200f7 29  59   .text   utf16le m_gbPCSEEProm24mm8Base.Locked
566  0x0001f136 0x00420136 32  65   .text   utf16le m_gbPCSEEProm24mm8Base.Modifiers
567  0x0001f17b 0x0042017b 33  67   .text   utf16le m_gbPCSEEProm24mm8Base.SnapToGrid
568  0x0001f1c2 0x004201c2 40  81   .text   utf16le m_gbPCSEEProm35mm16Base.DefaultModifiers
569  0x0001f217 0x00420217 32  65   .text   utf16le m_gbPCSEEProm35mm16Base.DrawGrid
570  0x0001f25c 0x0042025c 32  65   .text   utf16le m_gbPCSEEProm35mm16Base.GridSize
571  0x0001f2a1 0x004202a1 30  61   .text   utf16le m_gbPCSEEProm35mm16Base.Locked
572  0x0001f2e2 0x004202e2 33  67   .text   utf16le m_gbPCSEEProm35mm16Base.Modifiers
573  0x0001f329 0x00420329 34  69   .text   utf16le m_gbPCSEEProm35mm16Base.SnapToGrid
574  0x0001f372 0x00420372 39  79   .text   utf16le m_gbPCSEEProm35mm4Base.DefaultModifiers
575  0x0001f3c5 0x004203c5 31  63   .text   utf16le m_gbPCSEEProm35mm4Base.DrawGrid
576  0x0001f408 0x00420408 31  63   .text   utf16le m_gbPCSEEProm35mm4Base.GridSize
577  0x0001f44b 0x0042044b 29  59   .text   utf16le m_gbPCSEEProm35mm4Base.Locked
578  0x0001f48a 0x0042048a 32  65   .text   utf16le m_gbPCSEEProm35mm4Base.Modifiers
579  0x0001f4cf 0x004204cf 33  67   .text   utf16le m_gbPCSEEProm35mm4Base.SnapToGrid
580  0x0001f516 0x00420516 39  79   .text   utf16le m_gbPCSEEProm35mm8Base.DefaultModifiers
581  0x0001f569 0x00420569 31  63   .text   utf16le m_gbPCSEEProm35mm8Base.DrawGrid
582  0x0001f5ac 0x004205ac 31  63   .text   utf16le m_gbPCSEEProm35mm8Base.GridSize
583  0x0001f5ef 0x004205ef 29  59   .text   utf16le m_gbPCSEEProm35mm8Base.Locked
584  0x0001f62e 0x0042062e 32  65   .text   utf16le m_gbPCSEEProm35mm8Base.Modifiers
585  0x0001f673 0x00420673 33  67   .text   utf16le m_gbPCSEEProm35mm8Base.SnapToGrid
586  0x0001f6ba 0x004206ba 44  89   .text   utf16le m_gbPCSEEPromNegativeMatrix.DefaultModifiers
587  0x0001f717 0x00420717 36  73   .text   utf16le m_gbPCSEEPromNegativeMatrix.DrawGrid
588  0x0001f764 0x00420764 36  73   .text   utf16le m_gbPCSEEPromNegativeMatrix.GridSize
589  0x0001f7b1 0x004207b1 34  69   .text   utf16le m_gbPCSEEPromNegativeMatrix.Locked
590  0x0001f7fa 0x004207fa 37  75   .text   utf16le m_gbPCSEEPromNegativeMatrix.Modifiers
591  0x0001f849 0x00420849 38  77   .text   utf16le m_gbPCSEEPromNegativeMatrix.SnapToGrid
592  0x0001f89a 0x0042089a 44  89   .text   utf16le m_gbPCSEEPromPositiveMatrix.DefaultModifiers
593  0x0001f8f7 0x004208f7 36  73   .text   utf16le m_gbPCSEEPromPositiveMatrix.DrawGrid
594  0x0001f944 0x00420944 36  73   .text   utf16le m_gbPCSEEPromPositiveMatrix.GridSize
595  0x0001f991 0x00420991 34  69   .text   utf16le m_gbPCSEEPromPositiveMatrix.Locked
596  0x0001f9da 0x004209da 37  75   .text   utf16le m_gbPCSEEPromPositiveMatrix.Modifiers
597  0x0001fa29 0x00420a29 38  77   .text   utf16le m_gbPCSEEPromPositiveMatrix.SnapToGrid
598  0x0001fa7a 0x00420a7a 38  77   .text   utf16le m_gbPTSAdvancedAction.DefaultModifiers
599  0x0001facb 0x00420acb 30  61   .text   utf16le m_gbPTSAdvancedAction.DrawGrid
600  0x0001fb0c 0x00420b0c 30  61   .text   utf16le m_gbPTSAdvancedAction.GridSize
601  0x0001fb4d 0x00420b4d 28  57   .text   utf16le m_gbPTSAdvancedAction.Locked
602  0x0001fb8a 0x00420b8a 31  63   .text   utf16le m_gbPTSAdvancedAction.Modifiers
603  0x0001fbcd 0x00420bcd 32  65   .text   utf16le m_gbPTSAdvancedAction.SnapToGrid
604  0x0001fc12 0x00420c12 42  85   .text   utf16le m_lbPCSAcquireBlueResults.DefaultModifiers
605  0x0001fc6b 0x00420c6b 32  65   .text   utf16le m_lbPCSAcquireBlueResults.Locked
606  0x0001fcb0 0x00420cb0 35  71   .text   utf16le m_lbPCSAcquireBlueResults.Modifiers
607  0x0001fcfb 0x00420cfb 43  87   .text   utf16le m_lbPCSAcquireGreenResults.DefaultModifiers
608  0x0001fd56 0x00420d56 33  68   .text   utf16le m_lbPCSAcquireGreenResults.Locked
609  0x0001fd9d 0x00420d9d 36  73   .text   utf16le m_lbPCSAcquireGreenResults.Modifiers
610  0x0001fdea 0x00420dea 40  81   .text   utf16le m_lbPCSAcquireIrResults.DefaultModifiers
